1001	1e-3	bin	6.990805e-01	7.201279e-01
1001	1e-4	bin	6.183185e-01	7.159817e-01
1001	1e-5	bin	5.468089e-01	7.151412e-01
1002	1e-3	bin	5.523045e-01	7.901858e-01
1002	1e-4	bin	5.379632e-01	7.930611e-01
1002	1e-5	bin	5.246111e-01	7.898864e-01
1003	1e-3	bin	5.276276e-01	6.575277e-01
1003	1e-4	bin	5.145351e-01	6.568630e-01
1003	1e-5	bin	5.223219e-01	6.593243e-01
1004	1e-3	bin	5.094431e-01	6.246909e-01
1004	1e-4	bin	5.404275e-01	6.230424e-01
1004	1e-5	bin	5.573418e-01	6.247716e-01
1005	1e-3	bin	8.060916e-01	5.877037e-01
1005	1e-4	bin	8.508576e-01	8.938330e-01
1005	1e-5	bin	7.946173e-01	8.499166e-01
1006	1e-5	bin	8.038089e-01	7.687357e-01
1007	1e-3	bin	8.018066e-01	8.110710e-01
1007	1e-4	bin	8.417072e-01	8.672639e-01
1007	1e-5	bin	8.939322e-01	9.198318e-01
1009	1e-3	bin	8.626746e-01	6.550049e-01
1009	1e-4	bin	8.395201e-01	6.540291e-01
1009	1e-5	bin	9.069312e-01	7.551413e-01
1011	1e-3	bin	8.721435e-01	8.018029e-01
1011	1e-4	bin	8.414138e-01	7.990411e-01
1011	1e-5	bin	7.497020e-01	7.724438e-01
1015	1e-3	bin	8.873382e-01	7.230546e-01
1015	1e-4	bin	9.321242e-01	9.432753e-01
1015	1e-5	bin	9.314958e-01	8.982894e-01
1017	1e-3	bin	9.026662e-01	7.749869e-01
1017	1e-4	bin	8.233905e-01	8.144535e-01
1017	1e-5	bin	6.433845e-01	7.837493e-01
1018	1e-3	bin	8.370846e-01	7.634559e-01
1018	1e-4	bin	7.864178e-01	6.989921e-01
1018	1e-5	bin	7.038448e-01	7.688214e-01
1019	1e-3	bin	8.958956e-01	6.243179e-01
1019	1e-4	bin	8.287832e-01	8.038009e-01
1019	1e-5	bin	7.964798e-01	7.899225e-01
1020	1e-3	bin	5.968817e-01	6.822006e-01
1020	1e-4	bin	5.547967e-01	6.688967e-01
1020	1e-5	bin	5.008657e-01	6.842228e-01
1022	1e-3	bin	6.283907e-01	6.774951e-01
1022	1e-4	bin	5.789171e-01	6.709048e-01
1022	1e-5	bin	5.170187e-01	6.826863e-01
1023	1e-3	bin	6.976128e-01	7.064159e-01
1023	1e-4	bin	6.033910e-01	7.128223e-01
1023	1e-5	bin	5.826978e-01	7.057450e-01
1024	1e-3	bin	8.481299e-01	7.914329e-01
1024	1e-4	bin	7.900306e-01	8.160880e-01
1024	1e-5	bin	6.866824e-01	7.843491e-01
1025	1e-3	bin	9.197781e-01	7.272515e-01
1025	1e-4	bin	9.228342e-01	8.451691e-01
1025	1e-5	bin	8.904635e-01	7.952262e-01
1026	1e-3	bin	8.806221e-01	7.488474e-01
1026	1e-4	bin	8.030410e-01	7.640824e-01
1026	1e-5	bin	7.048491e-01	7.035346e-01
1029	1e-3	bin	8.658172e-01	7.781045e-01
1029	1e-4	bin	7.867333e-01	7.866443e-01
1029	1e-5	bin	9.198780e-01	7.870511e-01
1030	1e-3	bin	8.400888e-01	6.996729e-01
1030	1e-4	bin	8.415333e-01	8.052715e-01
1030	1e-5	bin	8.067778e-01	7.847908e-01
1031	1e-3	bin	8.396683e-01	7.504243e-01
1031	1e-4	bin	8.936551e-01	7.670555e-01
1031	1e-5	bin	9.413318e-01	7.993607e-01
1032	1e-3	bin	8.549931e-01	7.363135e-01
1032	1e-4	bin	8.426019e-01	7.632992e-01
1032	1e-5	bin	7.023812e-01	7.077851e-01
1033	1e-3	bin	8.200411e-01	7.355915e-01
1033	1e-4	bin	9.061180e-01	7.982114e-01
1033	1e-5	bin	9.242979e-01	8.510672e-01
1034	1e-3	bin	7.711715e-01	6.784851e-01
1034	1e-4	bin	6.631916e-01	7.281216e-01
1034	1e-5	bin	6.099262e-01	7.097010e-01
1035	1e-3	bin	7.254724e-01	7.629040e-01
1035	1e-4	bin	6.351578e-01	7.584091e-01
1035	1e-5	bin	6.018010e-01	7.537746e-01
1036	1e-3	bin	8.616098e-01	7.744826e-01
1036	1e-4	bin	8.442024e-01	7.836781e-01
1036	1e-5	bin	9.007125e-01	7.737167e-01
1037	1e-3	bin	5.407882e-01	7.520494e-01
1037	1e-4	bin	5.278624e-01	7.518581e-01
1037	1e-5	bin	5.066927e-01	7.516714e-01
1039	1e-3	bin	7.136773e-01	7.894191e-01
1039	1e-4	bin	6.131435e-01	7.892828e-01
1039	1e-5	bin	5.369314e-01	7.890149e-01
1043	1e-3	bin	8.430661e-01	8.420015e-01
1043	1e-4	bin	8.286635e-01	8.420665e-01
1043	1e-5	bin	8.135446e-01	8.387198e-01
1044	1e-3	bin	5.110965e-01	8.826417e-01
1044	1e-4	bin	5.168040e-01	8.826361e-01
1044	1e-5	bin	5.195153e-01	8.825392e-01
1046	1e-3	bin	7.310995e-01	9.026956e-01
1046	1e-4	bin	7.665897e-01	9.026865e-01
1046	1e-5	bin	8.058031e-01	8.886814e-01
1047	1e-3	bin	6.803309e-01	6.103255e-01
1047	1e-4	bin	6.117954e-01	6.204092e-01
1047	1e-5	bin	5.925293e-01	6.494125e-01
1048	1e-3	bin	8.724873e-01	7.232764e-01
1048	1e-4	bin	7.106588e-01	7.401139e-01
1048	1e-5	bin	6.679182e-01	6.957787e-01
1050	1e-3	bin	8.665045e-01	7.806099e-01
1050	1e-4	bin	8.178810e-01	7.888396e-01
1050	1e-5	bin	7.201077e-01	7.570850e-01
1052	1e-3	bin	8.981987e-01	7.824444e-01
1052	1e-4	bin	8.185967e-01	7.963860e-01
1052	1e-5	bin	6.884931e-01	7.303414e-01
1053	1e-3	bin	7.518936e-01	6.986247e-01
1053	1e-4	bin	6.698580e-01	7.070650e-01
1053	1e-5	bin	6.215432e-01	6.938938e-01
1055	1e-3	bin	9.039229e-01	7.640101e-01
1055	1e-4	bin	8.198240e-01	7.890067e-01
1055	1e-5	bin	6.872286e-01	7.363122e-01
1056	1e-3	bin	8.847699e-01	7.174504e-01
1056	1e-4	bin	8.642423e-01	7.403804e-01
1056	1e-5	bin	7.335287e-01	6.797995e-01
1060	1e-5	bin	5.366891e-01	6.650962e-01
1063	1e-3	bin	9.206409e-01	8.195626e-01
1063	1e-4	bin	8.828716e-01	8.706949e-01
1063	1e-5	bin	8.513808e-01	8.307433e-01
1064	1e-3	bin	8.365048e-01	8.486698e-01
1064	1e-4	bin	8.560487e-01	8.445536e-01
1064	1e-5	bin	8.698405e-01	8.834774e-01
1065	1e-3	bin	8.539520e-01	7.647522e-01
1065	1e-4	bin	7.913798e-01	7.816900e-01
1065	1e-5	bin	6.798397e-01	7.333019e-01
1066	1e-3	bin	9.438414e-01	5.029399e-01
1066	1e-4	bin	9.155674e-01	8.723567e-01
1066	1e-5	bin	9.502866e-01	8.726644e-01
1067	1e-3	bin	8.671337e-01	7.026256e-01
1067	1e-4	bin	8.991180e-01	7.600902e-01
1067	1e-5	bin	9.069122e-01	9.516912e-01
1068	1e-3	bin	8.643674e-01	8.068809e-01
1068	1e-4	bin	8.079679e-01	7.653415e-01
1068	1e-5	bin	7.789267e-01	7.183569e-01
1074	1e-3	bin	9.217628e-01	8.354657e-01
1074	1e-4	bin	8.874072e-01	8.321372e-01
1074	1e-5	bin	8.538703e-01	8.023937e-01
1077	1e-3	bin	8.820410e-01	7.245119e-01
1077	1e-4	bin	8.898596e-01	9.208628e-01
1077	1e-5	bin	8.481287e-01	8.578719e-01
1079	1e-3	bin	9.200456e-01	7.059540e-01
1079	1e-4	bin	9.126816e-01	8.937811e-01
1079	1e-5	bin	9.505401e-01	9.426753e-01
1082	1e-3	bin	8.889684e-01	8.559759e-01
1082	1e-4	bin	8.687308e-01	8.641831e-01
1082	1e-5	bin	7.800598e-01	9.493927e-01
1084	1e-3	bin	6.661165e-01	7.026727e-01
1084	1e-4	bin	5.973222e-01	7.028972e-01
1084	1e-5	bin	5.600954e-01	6.970089e-01
1085	1e-3	bin	5.033419e-01	6.655420e-01
1085	1e-4	bin	5.099444e-01	6.661162e-01
1085	1e-5	bin	5.020595e-01	6.667371e-01
1086	1e-4	bin	5.231564e-01	6.144075e-01
1086	1e-5	bin	5.206833e-01	6.259207e-01
